description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Fleshripper	1				0	18	369	1000		2	Fleshripper	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Gut Siphon	1				0	18	369	1000		2	Gutsiphon	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Frostwind	1				0	18	369	1000		2	Frostwind	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Messerschmidt's Reaver	1				0	18	369	1000		2	Messerschmidt's Reaver	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Giant Skull	1				0	18	369	1000		2	Giantskull	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Gargoyle's Bite	1				0	18	369	1000		2	Gargoyle's Bite	dsd						useitem			100	corruption2			1001	1001	sock			4	4	corruption1			1	1											dsd																													r33																													0
Steel Pillar	1				0	18	369	1000		2	Steelpillar	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Death's Web	1				0	18	369	1000		2	Deaths's Web	dsd						useitem			100	corruption2			1001	1001	sock			2	2	corruption1			1	1											dsd																													r33																													0
Earth Shifter	1				0	18	369	1000		2	Earthshifter	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
The Cranium Basher	1				0	18	369	1000		2	Dragonscale	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Templar's Might	1				0	18	369	1000		2	Templar's Might	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Tyrael's Might	1				0	18	369	1000		2	Tyrael's Might	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Steelrend	1				0	18	369	1000		2	Steelrend	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Shadow Dancer	1				0	18	369	1000		2	Shadowdancer	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Ghostflame	1				0	18	369	1000		2	Ghostflame	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Windforce	1				0	18	369	1000		2	Windforce	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Executioner's Justice	1				0	18	369	1000		2	Executioner's Justice	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Stormspire	1				0	18	369	1000		2	Stormspire	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
Death's Fathom	1				0	18	369	1000		2	Fathom	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Griffon's Eye	1				0	18	369	1000		2	Griffon's Eye	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
Crown of Ages	1				0	18	369	1000		2	Crown of Ages	dsd						useitem			100	corruption2			1001	1001	sock			3	3	corruption1			1	1											dsd																													r33																													0
The Grandfather	1				0	18	369	1000		2	The Grandfather	dsd						useitem			100	corruption2			1001	1001	sock			6	6	corruption1			1	1											dsd																													r33																													0
